SeqNo;Date;Loc Time;TempVAT;TempCabine;Cond;Ip;In;I1+;I1-;I2+;I2-;I3+;I3-;I4+;I4-;I5+;I5-;I6+;I6-;I7+;I7-;I8+;I8-;Carga
5665;09/05/2022;11:41:09.512;3,41E+07;2,38E+07;   0.000000E+0;33;36;5;5;5;5;5;6;0;0;6;7;6;7;0;0;6;6;129105
5666;09/05/2022;11:41:10.527;3,41E+07;2,38E+07;   0.000000E+0;33;36;5;5;5;5;5;6;0;0;6;7;6;7;0;0;6;6;129105
5667;09/05/2022;11:41:11.515;3,41E+07;2,38E+07;   0.000000E+0;33;35;5;5;5;5;5;6;0;0;6;7;6;6;0;0;6;6;129105
5668;09/05/2022;11:41:12.525;3,41E+07;2,38E+07;   0.000000E+0;33;35;5;5;5;5;5;6;0;0;6;7;6;6;0;0;6;6;129105
5669;09/05/2022;11:41:13.511;3,41E+07;2,38E+07;   0.000000E+0;33;36;5;5;5;5;5;6;0;0;6;7;6;7;0;0;6;6;129105
5670;09/05/2022;11:41:14.511;3,41E+07;2,38E+07;   0.000000E+0;33;34;5;5;5;5;5;6;0;0;6;6;6;6;0;0;6;6;129105
5671;09/05/2022;11:41:15.514;3,41E+07;2,38E+07;   0.000000E+0;33;34;5;5;5;5;5;6;0;0;6;6;6;6;0;0;6;6;129105
5672;09/05/2022;11:41:16.542;3,41E+07;2,38E+07;   0.000000E+0;34;35;5;5;5;5;5;6;0;0;6;6;7;7;0;0;6;6;129105
5673;09/05/2022;11:41:17.511;3,41E+07;2,38E+07;   0.000000E+0;34;35;5;5;5;5;5;6;0;0;6;6;7;7;0;0;6;6;129105
5674;09/05/2022;11:41:18.536;3,41E+07;2,38E+07;   0.000000E+0;34;34;5;5;5;5;5;5;0;0;6;6;7;7;0;0;6;6;129105
5675;09/05/2022;11:41:19.532;3,41E+07;2,38E+07;   0.000000E+0;34;34;5;5;5;5;5;5;0;0;6;6;7;7;0;0;6;6;129105
5676;09/05/2022;11:41:20.533;3,41E+07;2,38E+07;   0.000000E+0;34;34;5;5;5;5;5;5;0;0;6;6;7;7;0;0;6;6;129105
5677;09/05/2022;11:41:21.524;3,41E+07;2,38E+07;   0.000000E+0;33;36;5;5;4;5;5;5;0;0;6;7;7;7;0;0;6;7;129105
5678;09/05/2022;11:41:22.513;3,41E+07;2,38E+07;   0.000000E+0;33;36;5;5;4;5;5;5;0;0;6;7;7;7;0;0;6;7;129105
5679;09/05/2022;11:41:23.508;3,41E+07;2,38E+07;   0.000000E+0;33;37;4;5;4;5;4;5;0;0;7;8;7;7;0;0;7;7;129105
5680;09/05/2022;11:41:24.536;3,41E+07;2,38E+07;   0.000000E+0;34;35;4;4;4;4;5;5;0;0;7;8;7;7;0;0;7;7;129105
5681;09/05/2022;11:41:25.514;3,41E+07;2,38E+07;   0.000000E+0;34;35;4;4;4;4;5;5;0;0;7;8;7;7;0;0;7;7;129105
5682;09/05/2022;11:41:26.518;3,41E+07;2,38E+07;   0.000000E+0;33;43;4;6;4;5;4;6;0;0;7;10;7;8;0;0;7;8;129105
5683;09/05/2022;11:41:27.533;3,41E+07;2,38E+07;   0.000000E+0;33;35;4;4;4;4;4;4;0;0;7;9;7;7;0;0;7;7;129105
5684;09/05/2022;11:41:28.537;3,41E+07;2,38E+07;   0.000000E+0;33;35;4;4;4;4;4;4;0;0;7;9;7;7;0;0;7;7;129105
5685;09/05/2022;11:41:29.524;3,41E+07;2,38E+07;   0.000000E+0;33;42;4;5;4;5;5;6;0;0;7;10;7;8;0;0;6;8;129105
5686;09/05/2022;11:41:30.531;3,41E+07;2,38E+07;   0.000000E+0;33;42;4;5;4;5;5;6;0;0;7;10;7;8;0;0;6;8;129105
5687;09/05/2022;11:41:31.513;3,41E+07;2,38E+07;   0.000000E+0;33;35;4;4;4;4;5;5;0;0;7;9;7;7;0;0;6;6;129105
5688;09/05/2022;11:41:32.531;3,41E+07;2,38E+07;   0.000000E+0;31;41;3;5;4;5;4;5;0;0;7;10;7;8;0;0;6;8;129105
5689;09/05/2022;11:41:33.523;3,41E+07;2,38E+07;   0.000000E+0;31;41;3;5;4;5;4;5;0;0;7;10;7;8;0;0;6;8;129105
5690;09/05/2022;11:41:34.515;3,41E+07;2,38E+07;   0.000000E+0;31;36;3;4;4;4;4;5;0;0;7;9;7;7;0;0;6;7;129105
5691;09/05/2022;11:41:35.507;3,41E+07;2,38E+07;   0.000000E+0;31;36;3;4;4;4;4;5;0;0;7;9;7;7;0;0;6;7;129105
5692;09/05/2022;11:41:36.507;3,41E+07;2,38E+07;   0.000000E+0;32;41;4;5;4;5;4;6;0;0;7;10;7;8;0;0;6;7;129105
5693;09/05/2022;11:41:37.509;3,41E+07;2,38E+07;   0.000000E+0;32;37;4;4;4;4;4;5;0;0;7;9;7;8;0;0;6;7;129105
5694;09/05/2022;11:41:38.538;3,41E+07;2,38E+07;   0.000000E+0;32;37;4;4;4;4;4;5;0;0;7;9;7;8;0;0;6;7;129105
5695;09/05/2022;11:41:39.509;3,41E+07;2,38E+07;   0.000000E+0;32;41;4;5;4;5;4;6;0;0;7;10;7;8;0;0;6;7;129105
5696;09/05/2022;11:41:40.515;3,41E+07;2,38E+07;   0.000000E+0;32;36;4;4;4;4;4;5;0;0;7;9;7;7;0;0;6;7;129363
5697;09/05/2022;11:41:41.513;3,41E+07;2,38E+07;   0.000000E+0;32;36;4;4;4;4;4;5;0;0;7;9;7;7;0;0;6;7;129363
5698;09/05/2022;11:41:42.538;3,41E+07;2,38E+07;   0.000000E+0;34;42;4;6;4;5;5;5;0;0;7;10;7;8;0;0;7;8;129363
5699;09/05/2022;11:41:43.533;3,41E+07;2,38E+07;   0.000000E+0;34;42;4;6;4;5;5;5;0;0;7;10;7;8;0;0;7;8;129363
5700;09/05/2022;11:41:44.532;3,41E+07;2,38E+07;   0.000000E+0;34;36;4;4;4;4;5;5;0;0;7;9;7;7;0;0;7;7;129923
5701;09/05/2022;11:41:45.526;3,41E+07;2,38E+07;   0.000000E+0;32;40;4;6;4;5;5;5;0;0;7;9;6;7;0;0;6;8;130281
5702;09/05/2022;11:41:46.527;3,41E+07;2,38E+07;   0.000000E+0;32;40;4;6;4;5;5;5;0;0;7;9;6;7;0;0;6;8;130281
5703;09/05/2022;11:41:47.516;3,41E+07;2,38E+07;   0.000000E+0;33;36;4;4;4;4;5;5;0;0;8;9;6;7;0;0;6;7;130281
5704;09/05/2022;11:41:48.535;3,41E+07;2,38E+07;   0.000000E+0;33;36;4;4;4;4;5;5;0;0;8;9;6;7;0;0;6;7;130281
5705;09/05/2022;11:41:49.509;3,41E+07;2,38E+07;   0.000000E+0;32;40;4;5;4;6;5;6;0;0;7;9;6;7;0;0;6;7;130281
5706;09/05/2022;11:41:50.530;3,41E+07;2,38E+07;   0.000000E+0;31;42;4;5;4;5;4;6;0;0;7;11;6;7;0;0;6;8;130634
5707;09/05/2022;11:41:51.529;3,41E+07;2,38E+07;   0.000000E+0;31;42;4;5;4;5;4;6;0;0;7;11;6;7;0;0;6;8;130634
5708;09/05/2022;11:41:52.537;3,41E+07;2,38E+07;   0.000000E+0;32;36;4;5;4;5;5;6;0;0;6;7;7;7;0;0;6;6;130634
5709;09/05/2022;11:41:53.523;3,41E+07;2,38E+07;   0.000000E+0;35;36;5;5;5;5;6;6;0;0;6;7;7;7;0;0;6;6;130634
5710;09/05/2022;11:41:54.533;3,41E+07;2,38E+07;   0.000000E+0;35;36;5;5;5;5;6;6;0;0;6;7;7;7;0;0;6;6;130634
5711;09/05/2022;11:41:55.506;3,41E+07;2,38E+07;   0.000000E+0;32;35;4;5;4;5;5;6;0;0;6;7;7;6;0;0;6;6;130861
5712;09/05/2022;11:41:56.539;3,41E+07;2,38E+07;   0.000000E+0;32;35;4;5;4;5;5;6;0;0;6;7;7;6;0;0;6;6;130861
5713;09/05/2022;11:41:57.524;3,41E+07;2,38E+07;   0.000000E+0;34;34;5;5;5;5;5;5;0;0;6;6;7;7;0;0;6;6;130861
5714;09/05/2022;11:41:58.515;3,41E+07;2,38E+07;   0.000000E+0;32;36;4;5;4;5;5;5;0;0;6;7;7;7;0;0;6;7;130861
5715;09/05/2022;11:41:59.538;3,41E+07;2,38E+07;   0.000000E+0;32;36;4;5;4;5;5;5;0;0;6;7;7;7;0;0;6;7;130861
5716;09/05/2022;11:42:00.511;3,41E+07;2,38E+07;   0.000000E+0;34;35;5;5;5;5;5;5;0;0;6;7;7;7;0;0;6;6;130861
5717;09/05/2022;11:42:01.535;3,42E+07;2,38E+07;   0.000000E+0;34;35;5;5;5;5;5;5;0;0;6;7;7;7;0;0;6;6;130861
5718;09/05/2022;11:42:02.531;3,42E+07;2,38E+07;   0.000000E+0;32;36;4;5;4;5;5;5;0;0;6;7;7;7;0;0;6;7;130861
5719;09/05/2022;11:42:03.523;3,42E+07;2,38E+07;   0.000000E+0;34;35;5;5;5;5;5;5;0;0;6;7;7;7;0;0;6;6;130861
5720;09/05/2022;11:42:04.511;3,42E+07;2,38E+07;   0.000000E+0;34;35;5;5;5;5;5;5;0;0;6;7;7;7;0;0;6;6;130861
5721;09/05/2022;11:42:05.528;3,42E+07;2,38E+07;   0.000000E+0;32;36;4;5;4;5;5;6;0;0;6;7;7;7;0;0;6;6;130861
5722;09/05/2022;11:42:06.510;3,42E+07;2,38E+07;   0.000000E+0;34;36;5;5;5;5;5;6;0;0;6;7;7;7;0;0;6;6;130861
5723;09/05/2022;11:42:07.537;3,42E+07;2,38E+07;   0.000000E+0;34;36;5;5;5;5;5;6;0;0;6;7;7;7;0;0;6;6;130861
5724;09/05/2022;11:42:08.519;3,42E+07;2,38E+07;   0.000000E+0;32;36;4;5;4;5;5;6;0;0;6;7;7;7;0;0;6;6;130861
5725;09/05/2022;11:42:09.510;3,42E+07;2,38E+07;   0.000000E+0;32;36;4;5;4;5;5;6;0;0;6;7;7;7;0;0;6;6;130861
5726;09/05/2022;11:42:10.519;3,42E+07;2,38E+07;   0.000000E+0;34;36;5;5;5;5;5;6;0;0;6;7;7;7;0;0;6;6;130861
5727;09/05/2022;11:42:11.507;3,42E+07;2,38E+07;   0.000000E+0;32;35;4;5;4;5;5;6;0;0;6;6;7;7;0;0;6;6;130861
5728;09/05/2022;11:42:12.539;3,42E+07;2,38E+07;   0.000000E+0;32;35;4;5;4;5;5;6;0;0;6;6;7;7;0;0;6;6;130861
5729;09/05/2022;11:42:13.529;3,42E+07;2,38E+07;   0.000000E+0;33;36;5;5;5;5;5;6;0;0;6;7;6;7;0;0;6;6;130861
5730;09/05/2022;11:42:14.511;3,42E+07;2,38E+07;   0.000000E+0;33;36;5;5;5;5;5;6;0;0;6;7;6;7;0;0;6;6;130861
5731;09/05/2022;11:42:15.523;3,42E+07;2,38E+07;   0.000000E+0;33;34;4;5;5;5;5;6;0;0;6;6;7;6;0;0;6;6;130861
5732;09/05/2022;11:42:16.523;3,42E+07;2,38E+07;   0.000000E+0;33;35;5;5;5;5;5;5;0;0;6;7;6;7;0;0;6;6;130861
5733;09/05/2022;11:42:17.530;3,42E+07;2,38E+07;   0.000000E+0;33;35;5;5;5;5;5;5;0;0;6;7;6;7;0;0;6;6;130861
5734;09/05/2022;11:42:18.539;3,42E+07;2,38E+07;   0.000000E+0;34;35;5;5;5;5;5;6;0;0;6;6;7;7;0;0;6;6;130861
5735;09/05/2022;11:42:19.538;3,42E+07;2,38E+07;   0.000000E+0;33;34;5;5;5;4;5;5;0;0;6;7;6;7;0;0;6;6;130861
5736;09/05/2022;11:42:20.535;3,43E+07;2,38E+07;   0.000000E+0;33;34;5;5;5;4;5;5;0;0;6;7;6;7;0;0;6;6;130861
5737;09/05/2022;11:42:21.519;3,43E+07;2,38E+07;   0.000000E+0;35;36;5;5;5;4;5;5;0;0;6;8;7;7;0;0;7;7;130861
5738;09/05/2022;11:42:22.527;3,43E+07;2,38E+07;   0.000000E+0;35;36;5;5;5;4;5;5;0;0;6;8;7;7;0;0;7;7;130861
5739;09/05/2022;11:42:23.513;3,43E+07;2,38E+07;   0.000000E+0;33;36;4;5;4;5;4;5;0;0;7;8;7;6;0;0;7;7;130861
5740;09/05/2022;11:42:24.539;3,43E+07;2,38E+07;   0.000000E+0;34;36;4;4;4;4;5;5;0;0;7;9;7;7;0;0;7;7;130861
5741;09/05/2022;11:42:25.534;3,43E+07;2,38E+07;   0.000000E+0;34;36;4;4;4;4;5;5;0;0;7;9;7;7;0;0;7;7;130861
5742;09/05/2022;11:42:26.516;3,43E+07;2,38E+07;   0.000000E+0;34;34;4;5;4;4;5;5;0;0;7;8;7;6;0;0;7;6;130861
5743;09/05/2022;11:42:27.531;3,42E+07;2,38E+07;   0.000000E+0;34;34;4;5;4;4;5;5;0;0;7;8;7;6;0;0;7;6;130861
5744;09/05/2022;11:42:28.536;3,42E+07;2,38E+07;   0.000000E+0;33;35;4;4;4;4;5;5;0;0;7;9;7;7;0;0;6;6;130861
5745;09/05/2022;11:42:29.532;3,42E+07;2,38E+07;   0.000000E+0;33;34;4;4;4;4;5;5;0;0;7;9;7;6;0;0;6;6;130861
5746;09/05/2022;11:42:30.551;3,42E+07;2,38E+07;   0.000000E+0;33;34;4;4;4;4;5;5;0;0;7;9;7;6;0;0;6;6;130861
5747;09/05/2022;11:42:31.531;3,42E+07;2,38E+07;   0.000000E+0;33;35;4;4;4;4;5;5;0;0;7;9;7;7;0;0;6;6;130861
5748;09/05/2022;11:42:32.516;3,42E+07;2,38E+07;   0.000000E+0;33;35;4;4;4;4;4;5;0;0;8;9;7;7;0;0;6;6;130861
5749;09/05/2022;11:42:33.522;3,42E+07;2,38E+07;   0.000000E+0;33;35;4;4;4;4;4;5;0;0;8;9;7;7;0;0;6;6;130861
5750;09/05/2022;11:42:34.507;3,42E+07;2,38E+07;   0.000000E+0;34;36;4;4;4;4;5;5;0;0;8;9;7;8;0;0;6;6;130861
5751;09/05/2022;11:42:35.554;3,42E+07;2,38E+07;   0.000000E+0;34;36;4;4;4;4;5;5;0;0;8;9;7;8;0;0;6;6;130861
5752;09/05/2022;11:42:36.527;3,42E+07;2,38E+07;   0.000000E+0;33;36;4;4;4;4;4;5;0;0;8;9;7;7;0;0;6;7;130861
5753;09/05/2022;11:42:37.531;3,42E+07;2,38E+07;   0.000000E+0;25;37;4;4;4;4;4;5;0;0;0;9;7;8;0;0;6;7;130861
5754;09/05/2022;11:42:38.539;3,42E+07;2,38E+07;   0.000000E+0;25;37;4;4;4;4;4;5;0;0;0;9;7;8;0;0;6;7;130861
5755;09/05/2022;11:42:39.524;3,42E+07;2,38E+07;   0.000000E+0;33;36;4;4;4;4;4;5;0;0;7;9;7;7;0;0;7;7;130861
5756;09/05/2022;11:42:40.522;3,42E+07;2,38E+07;   0.000000E+0;33;35;4;4;4;4;4;5;0;0;7;9;7;7;0;0;7;6;130861
5757;09/05/2022;11:42:41.511;3,42E+07;2,38E+07;   0.000000E+0;33;35;4;4;4;4;4;5;0;0;7;9;7;7;0;0;7;6;131123
5758;09/05/2022;11:42:42.532;3,42E+07;2,38E+07;   0.000000E+0;33;35;4;4;4;4;4;5;0;0;7;8;7;7;0;0;7;7;131123
5759;09/05/2022;11:42:43.526;3,42E+07;2,38E+07;   0.000000E+0;33;35;4;4;4;4;4;5;0;0;7;8;7;7;0;0;7;7;131123
5760;09/05/2022;11:42:44.514;3,42E+07;2,38E+07;   0.000000E+0;33;36;4;4;4;4;4;5;0;0;7;9;7;7;0;0;7;7;131670
5761;09/05/2022;11:42:45.518;3,42E+07;2,38E+07;   0.000000E+0;32;36;4;4;4;4;4;5;0;0;7;9;7;7;0;0;6;7;132035
5762;09/05/2022;11:42:46.513;3,42E+07;2,38E+07;   0.000000E+0;32;36;4;4;4;4;4;5;0;0;7;9;7;7;0;0;6;7;132035
5763;09/05/2022;11:42:47.536;3,42E+07;2,38E+07;   0.000000E+0;32;35;4;4;4;4;4;5;0;0;7;8;7;7;0;0;6;7;132035
5764;09/05/2022;11:42:48.553;3,42E+07;2,38E+07;   0.000000E+0;32;35;4;4;4;4;4;5;0;0;7;8;7;7;0;0;6;7;132035
5765;09/05/2022;11:42:49.529;3,42E+07;2,38E+07;   0.000000E+0;32;36;4;4;4;4;4;5;0;0;7;9;7;7;0;0;6;7;132035
5766;09/05/2022;11:42:50.525;3,42E+07;2,38E+07;   0.000000E+0;32;39;4;5;4;4;4;5;0;0;7;11;7;8;0;0;6;6;132382
5767;09/05/2022;11:42:51.533;3,42E+07;2,38E+07;   0.000000E+0;32;39;4;5;4;4;4;5;0;0;7;11;7;8;0;0;6;6;132382
5768;09/05/2022;11:42:52.522;3,42E+07;2,38E+07;   0.000000E+0;32;39;4;5;4;5;5;5;0;0;6;9;7;8;0;0;6;7;132382
5769;09/05/2022;11:42:53.531;3,42E+07;2,38E+07;   0.000000E+0;32;35;4;5;4;5;5;6;0;0;6;7;7;6;0;0;6;6;132382
5770;09/05/2022;11:42:54.514;3,42E+07;2,38E+07;   0.000000E+0;32;35;4;5;4;5;5;6;0;0;6;7;7;6;0;0;6;6;132382
5771;09/05/2022;11:42:55.515;3,42E+07;2,38E+07;   0.000000E+0;32;45;4;7;5;7;5;7;0;0;6;8;6;8;0;0;6;8;132614
5772;09/05/2022;11:42:56.542;3,42E+07;2,38E+07;   0.000000E+0;32;45;4;7;5;7;5;7;0;0;6;8;6;8;0;0;6;8;132614
5773;09/05/2022;11:42:57.516;3,42E+07;2,38E+07;   0.000000E+0;32;34;4;5;5;5;5;5;0;0;6;6;6;7;0;0;6;6;132614
5774;09/05/2022;11:42:58.513;3,42E+07;2,38E+07;   0.000000E+0;32;43;4;7;5;6;5;7;0;0;6;8;6;8;0;0;6;7;132614
5775;09/05/2022;11:42:59.515;3,42E+07;2,38E+07;   0.000000E+0;32;43;4;7;5;6;5;7;0;0;6;8;6;8;0;0;6;7;132614
5776;09/05/2022;11:43:00.532;3,42E+07;2,38E+07;   0.000000E+0;32;34;4;5;5;5;5;5;0;0;6;7;6;6;0;0;6;6;132614
5777;09/05/2022;11:43:01.547;3,43E+07;2,38E+07;   0.000000E+0;32;34;4;5;5;5;5;5;0;0;6;7;6;6;0;0;6;6;132614
5778;09/05/2022;11:43:02.515;3,43E+07;2,38E+07;   0.000000E+0;33;44;4;6;5;6;5;7;0;0;6;9;7;8;0;0;6;8;132614
5779;09/05/2022;11:43:03.534;3,43E+07;2,38E+07;   0.000000E+0;34;36;5;5;5;5;5;6;0;0;6;7;7;7;0;0;6;6;132614
5780;09/05/2022;11:43:04.511;3,43E+07;2,38E+07;   0.000000E+0;34;36;5;5;5;5;5;6;0;0;6;7;7;7;0;0;6;6;132614
5781;09/05/2022;11:43:05.527;3,43E+07;2,38E+07;   0.000000E+0;34;42;4;6;5;6;5;6;0;0;6;9;7;8;0;0;7;7;132614
5782;09/05/2022;11:43:06.519;3,43E+07;2,38E+07;   0.000000E+0;34;36;4;5;5;5;5;6;0;0;6;7;7;7;0;0;7;6;132614
5783;09/05/2022;11:43:07.520;3,43E+07;2,38E+07;   0.000000E+0;34;36;4;5;5;5;5;6;0;0;6;7;7;7;0;0;7;6;132614
5784;09/05/2022;11:43:08.512;3,43E+07;2,38E+07;   0.000000E+0;33;41;4;6;5;6;5;6;0;0;6;9;7;8;0;0;6;6;132614
5785;09/05/2022;11:43:09.514;3,43E+07;2,38E+07;   0.000000E+0;33;41;4;6;5;6;5;6;0;0;6;9;7;8;0;0;6;6;132614
5786;09/05/2022;11:43:10.529;3,43E+07;2,38E+07;   0.000000E+0;32;36;4;5;4;5;5;6;0;0;6;7;7;7;0;0;6;6;132614
5787;09/05/2022;11:43:11.515;3,43E+07;2,38E+07;   0.000000E+0;33;42;4;6;5;6;5;6;0;0;6;8;7;8;0;0;6;8;132614
5788;09/05/2022;11:43:12.508;3,43E+07;2,38E+07;   0.000000E+0;33;42;4;6;5;6;5;6;0;0;6;8;7;8;0;0;6;8;132614
5789;09/05/2022;11:43:13.531;3,43E+07;2,38E+07;   0.000000E+0;33;35;4;5;5;5;5;6;0;0;6;6;7;7;0;0;6;6;132614
5790;09/05/2022;11:43:14.514;3,43E+07;2,38E+07;   0.000000E+0;33;35;4;5;5;5;5;6;0;0;6;6;7;7;0;0;6;6;132614
5791;09/05/2022;11:43:15.527;3,44E+07;2,38E+07;   0.000000E+0;33;41;4;6;5;6;5;6;0;0;6;8;7;7;0;0;6;8;132614
5792;09/05/2022;11:43:16.518;3,44E+07;2,38E+07;   0.000000E+0;33;34;4;5;5;5;5;5;0;0;6;6;7;7;0;0;6;6;132614
5793;09/05/2022;11:43:17.514;3,44E+07;2,38E+07;   0.000000E+0;33;34;4;5;5;5;5;5;0;0;6;6;7;7;0;0;6;6;132614
5794;09/05/2022;11:43:18.530;3,44E+07;2,38E+07;   0.000000E+0;34;40;5;5;4;6;5;6;0;0;6;8;7;7;0;0;7;8;132614
5795;09/05/2022;11:43:19.506;3,44E+07;2,38E+07;   0.000000E+0;34;35;5;5;4;5;5;5;0;0;6;7;7;7;0;0;7;6;132614
5796;09/05/2022;11:43:20.507;3,44E+07;2,38E+07;   0.000000E+0;34;35;5;5;4;5;5;5;0;0;6;7;7;7;0;0;7;6;132614
5797;09/05/2022;11:43:21.523;3,44E+07;2,38E+07;   0.000000E+0;31;38;4;5;4;6;5;5;0;0;6;8;6;7;0;0;6;7;132614
5798;09/05/2022;11:43:22.527;3,44E+07;2,38E+07;   0.000000E+0;31;38;4;5;4;6;5;5;0;0;6;8;6;7;0;0;6;7;132614
5799;09/05/2022;11:43:23.518;3,44E+07;2,38E+07;   0.000000E+0;31;36;4;5;4;4;5;5;0;0;6;8;6;7;0;0;6;7;132614
5800;09/05/2022;11:43:24.508;3,44E+07;2,38E+07;   0.000000E+0;34;40;4;6;5;6;5;5;0;0;7;9;6;7;0;0;7;7;132614
5801;09/05/2022;11:43:25.515;3,44E+07;2,38E+07;   0.000000E+0;34;40;4;6;5;6;5;5;0;0;7;9;6;7;0;0;7;7;132614
5802;09/05/2022;11:43:26.539;3,44E+07;2,38E+07;   0.000000E+0;35;35;4;4;4;4;5;5;0;0;8;8;7;7;0;0;7;7;132614
5803;09/05/2022;11:43:27.523;3,44E+07;2,38E+07;   0.000000E+0;35;35;4;4;4;4;5;5;0;0;8;8;7;7;0;0;7;7;132614
5804;09/05/2022;11:43:28.515;3,43E+07;2,38E+07;   0.000000E+0;32;40;4;5;4;6;5;6;0;0;7;9;6;7;0;0;6;7;132614
5805;09/05/2022;11:43:29.511;3,43E+07;2,38E+07;   0.000000E+0;34;35;4;4;4;4;5;5;0;0;8;9;7;7;0;0;6;6;132614
5806;09/05/2022;11:43:30.509;3,43E+07;2,38E+07;   0.000000E+0;34;35;4;4;4;4;5;5;0;0;8;9;7;7;0;0;6;6;132614
5807;09/05/2022;11:43:31.536;3,43E+07;2,38E+07;   0.000000E+0;32;38;4;4;4;6;5;5;0;0;7;10;6;7;0;0;6;6;132614
5808;09/05/2022;11:43:32.523;3,43E+07;2,38E+07;   0.000000E+0;34;35;4;4;4;4;5;5;0;0;8;9;7;7;0;0;6;6;132614
5809;09/05/2022;11:43:33.529;3,43E+07;2,38E+07;   0.000000E+0;34;35;4;4;4;4;5;5;0;0;8;9;7;7;0;0;6;6;132614
5810;09/05/2022;11:43:34.526;3,43E+07;2,38E+07;   0.000000E+0;32;39;4;4;4;6;5;5;0;0;7;9;6;8;0;0;6;7;132614
5811;09/05/2022;11:43:35.517;3,43E+07;2,38E+07;   0.000000E+0;32;39;4;4;4;6;5;5;0;0;7;9;6;8;0;0;6;7;132614
5812;09/05/2022;11:43:36.517;3,43E+07;2,38E+07;   0.000000E+0;34;35;4;4;4;4;4;5;0;0;8;9;7;7;0;0;7;6;132614
5813;09/05/2022;11:43:37.530;3,43E+07;2,38E+07;   0.000000E+0;33;39;4;4;4;5;5;5;0;0;7;10;7;8;0;0;6;7;132614
5814;09/05/2022;11:43:38.565;3,43E+07;2,38E+07;   0.000000E+0;33;39;4;4;4;5;5;5;0;0;7;10;7;8;0;0;6;7;132614
5815;09/05/2022;11:43:39.525;3,43E+07;2,38E+07;   0.000000E+0;33;35;4;4;4;4;4;4;0;0;8;9;7;7;0;0;6;7;132614
5816;09/05/2022;11:43:40.519;3,43E+07;2,38E+07;   0.000000E+0;33;35;4;4;4;4;4;4;0;0;8;9;7;7;0;0;6;7;132614
5817;09/05/2022;11:43:41.534;3,43E+07;2,38E+07;   0.000000E+0;31;36;4;4;4;4;4;5;0;0;7;9;6;7;0;0;6;7;132868
5818;09/05/2022;11:43:42.523;3,43E+07;2,38E+07;   0.000000E+0;34;36;4;4;4;4;4;5;0;0;8;9;7;7;0;0;7;7;132868
5819;09/05/2022;11:43:43.539;3,43E+07;2,38E+07;   0.000000E+0;34;36;4;4;4;4;4;5;0;0;8;9;7;7;0;0;7;7;132868
5820;09/05/2022;11:43:44.526;3,43E+07;2,38E+07;   0.000000E+0;31;36;4;4;4;4;4;5;0;0;7;9;6;7;0;0;6;7;133788
5821;09/05/2022;11:43:45.512;3,43E+07;2,38E+07;   0.000000E+0;33;36;4;4;4;4;4;5;0;0;7;9;7;7;0;0;7;7;133788
5822;09/05/2022;11:43:46.512;3,43E+07;2,38E+07;   0.000000E+0;33;36;4;4;4;4;4;5;0;0;7;9;7;7;0;0;7;7;133788
5823;09/05/2022;11:43:47.532;3,43E+07;2,38E+07;   0.000000E+0;33;36;4;4;4;4;5;5;0;0;7;9;7;7;0;0;6;7;133788
5824;09/05/2022;11:43:48.540;3,43E+07;2,38E+07;   0.000000E+0;33;36;4;4;4;4;5;5;0;0;7;9;7;7;0;0;6;7;133788
5825;09/05/2022;11:43:49.526;3,43E+07;2,38E+07;   0.000000E+0;34;35;4;4;4;4;4;5;0;0;8;9;7;7;0;0;7;6;133788
5826;09/05/2022;11:43:50.528;3,43E+07;2,38E+07;   0.000000E+0;32;42;4;5;4;4;4;6;0;0;7;11;7;8;0;0;6;8;134137
5827;09/05/2022;11:43:51.558;3,43E+07;2,39E+07;   0.000000E+0;32;42;4;5;4;4;4;6;0;0;7;11;7;8;0;0;6;8;134137
5828;09/05/2022;11:43:52.526;3,43E+07;2,39E+07;   0.000000E+0;33;34;4;5;5;4;5;5;0;0;6;7;7;7;0;0;6;6;134137
5829;09/05/2022;11:43:53.532;3,43E+07;2,39E+07;   0.000000E+0;33;34;4;5;5;4;5;5;0;0;6;7;7;7;0;0;6;6;134137
5830;09/05/2022;11:43:54.528;3,43E+07;2,39E+07;   0.000000E+0;33;36;4;5;5;5;5;6;0;0;6;7;7;7;0;0;6;6;134137
5831;09/05/2022;11:43:55.524;3,43E+07;2,39E+07;   0.000000E+0;32;36;4;5;5;5;5;6;0;0;6;7;6;7;0;0;6;6;134368
5832;09/05/2022;11:43:56.525;3,43E+07;2,39E+07;   0.000000E+0;32;36;4;5;5;5;5;6;0;0;6;7;6;7;0;0;6;6;134368
5833;09/05/2022;11:43:57.515;3,43E+07;2,39E+07;   0.000000E+0;32;36;4;5;5;5;5;6;0;0;6;7;6;7;0;0;6;6;134368
5834;09/05/2022;11:43:58.537;3,43E+07;2,39E+07;   0.000000E+0;33;35;5;5;5;5;5;5;0;0;6;7;6;7;0;0;6;6;134368
5835;09/05/2022;11:43:59.513;3,43E+07;2,39E+07;   0.000000E+0;33;35;5;5;5;5;5;5;0;0;6;7;6;7;0;0;6;6;134368
5836;09/05/2022;11:44:00.537;3,43E+07;2,39E+07;   0.000000E+0;32;36;4;5;5;5;5;6;0;0;6;7;6;7;0;0;6;6;134368
5837;09/05/2022;11:44:01.532;3,43E+07;2,39E+07;   0.000000E+0;32;36;4;5;5;5;5;6;0;0;6;7;6;7;0;0;6;6;134368
