SeqNo;Date;Loc Time;TempVAT;TempCabine;Cond;Ip;In;I1+;I1-;I2+;I2-;I3+;I3-;I4+;I4-;I5+;I5-;I6+;I6-;I7+;I7-;I8+;I8-;Carga
718;05/05/2022;16:11:08.190;3,20E+07;2,26E+07;2,57E+08;1;2;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14833
719;05/05/2022;16:11:09.182;3,20E+07;2,26E+07;2,57E+08;1;2;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14833
720;05/05/2022;16:11:10.158;3,20E+07;2,26E+07;2,57E+08;1;2;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14835
721;05/05/2022;16:11:11.177;3,20E+07;2,26E+07;2,57E+08;1;2;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14835
722;05/05/2022;16:11:12.188;3,21E+07;2,26E+07;2,57E+08;2;2;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14835
723;05/05/2022;16:11:13.188;3,23E+07;2,26E+07;2,57E+08;1;2;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14835
724;05/05/2022;16:11:14.164;3,24E+07;2,26E+07;2,57E+08;1;2;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14835
725;05/05/2022;16:11:15.166;3,25E+07;2,26E+07;2,57E+08;1;2;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14835
726;05/05/2022;16:11:16.174;3,25E+07;2,26E+07;2,57E+08;1;2;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14835
727;05/05/2022;16:11:17.187;3,26E+07;2,26E+07;2,57E+08;1;2;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14835
728;05/05/2022;16:11:18.156;3,27E+07;2,26E+07;2,57E+08;1;2;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14835
729;05/05/2022;16:12:09.167;3,20E+07;2,24E+07;2,54E+08;1;2;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14835
730;05/05/2022;16:12:10.186;3,20E+07;2,24E+07;2,54E+08;1;2;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14835
731;05/05/2022;16:12:11.251;3,20E+07;2,24E+07;2,54E+08;1;2;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14837
732;05/05/2022;16:12:12.186;3,21E+07;2,24E+07;2,54E+08;1;2;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14837
733;05/05/2022;16:12:13.156;3,22E+07;2,24E+07;2,54E+08;1;2;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14837
734;05/05/2022;16:12:14.180;3,23E+07;2,24E+07;2,54E+08;1;2;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14837
735;05/05/2022;16:12:15.179;3,24E+07;2,24E+07;2,54E+08;1;2;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14837
736;05/05/2022;16:12:16.180;3,25E+07;2,24E+07;2,54E+08;1;2;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14837
737;05/05/2022;16:12:17.159;3,25E+07;2,24E+07;2,54E+08;1;2;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14837
738;05/05/2022;16:12:18.160;3,26E+07;2,24E+07;2,54E+08;0;2;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14837
739;05/05/2022;16:12:19.200;3,27E+07;2,24E+07;2,54E+08;0;2;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14837
740;05/05/2022;16:13:10.177;3,20E+07;2,25E+07;2,53E+08;2;2;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14837
741;05/05/2022;16:13:11.186;3,20E+07;2,25E+07;2,53E+08;2;2;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14837
742;05/05/2022;16:13:12.170;3,20E+07;2,25E+07;2,53E+08;1;2;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14839
743;05/05/2022;16:13:13.174;3,20E+07;2,25E+07;2,53E+08;1;2;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14839
744;05/05/2022;16:13:14.196;3,21E+07;2,25E+07;2,53E+08;1;2;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14839
745;05/05/2022;16:13:15.175;3,22E+07;2,25E+07;2,53E+08;1;2;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14839
746;05/05/2022;16:13:16.282;3,23E+07;2,25E+07;2,53E+08;1;2;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14839
747;05/05/2022;16:13:17.266;3,24E+07;2,25E+07;2,53E+08;1;2;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14839
748;05/05/2022;16:13:18.165;3,25E+07;2,25E+07;2,53E+08;1;2;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14839
749;05/05/2022;16:13:19.162;3,26E+07;2,25E+07;2,53E+08;1;2;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14839
750;05/05/2022;16:13:20.182;3,26E+07;2,25E+07;2,53E+08;1;2;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14839
751;05/05/2022;16:14:10.271;3,20E+07;2,27E+07;2,60E+08;1;2;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14839
752;05/05/2022;16:14:11.178;3,20E+07;2,27E+07;2,60E+08;1;2;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14839
753;05/05/2022;16:14:12.168;3,20E+07;2,27E+07;2,60E+08;2;2;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14841
754;05/05/2022;17:30:38.184;2,40E+07;2,25E+07;2,60E+08;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14841
755;05/05/2022;17:30:39.166;2,44E+07;2,25E+07;2,60E+08;2;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;14841
756;05/05/2022;17:30:40.168;2,50E+07;2,25E+07;2,60E+08;2;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;14841
757;05/05/2022;17:30:41.164;2,57E+07;2,25E+07;2,60E+08;2;3;0;0;0;0;0;0;2;3;0;0;0;0;0;0;0;0;14841
758;05/05/2022;17:30:42.170;2,64E+07;2,25E+07;2,60E+08;2;3;0;0;0;0;0;0;2;3;0;0;0;0;0;0;0;0;14841
759;05/05/2022;17:30:43.184;2,71E+07;2,25E+07;2,60E+08;2;3;0;0;0;0;0;0;2;3;0;0;0;0;0;0;0;0;14841
760;05/05/2022;17:30:44.171;2,77E+07;2,25E+07;2,60E+08;2;3;0;0;0;0;0;0;2;3;0;0;0;0;0;0;0;0;14841
761;05/05/2022;17:30:45.175;2,82E+07;2,25E+07;2,60E+08;2;3;0;0;0;0;0;0;2;3;0;0;0;0;0;0;0;0;14841
762;05/05/2022;17:31:35.158;3,07E+07;2,26E+07;3,12E+08;2;3;0;0;0;0;0;0;2;3;0;0;0;0;0;0;0;0;14841
763;05/05/2022;17:31:36.163;3,08E+07;2,26E+07;3,12E+08;2;3;0;0;0;0;0;0;2;3;0;0;0;0;0;0;0;0;14844
764;05/05/2022;17:31:37.162;3,09E+07;2,26E+07;3,12E+08;2;3;0;0;0;0;0;0;2;3;0;0;0;0;0;0;0;0;14844
765;05/05/2022;17:31:38.166;3,10E+07;2,26E+07;3,12E+08;2;3;0;0;0;0;0;0;2;3;0;0;0;0;0;0;0;0;14844
766;05/05/2022;17:31:39.175;3,11E+07;2,26E+07;3,12E+08;2;2;0;0;0;0;0;0;2;2;0;0;0;0;0;0;0;0;14844
767;05/05/2022;17:31:40.163;3,12E+07;2,26E+07;3,12E+08;2;2;0;0;0;0;0;0;2;2;0;0;0;0;0;0;0;0;14844
768;05/05/2022;17:31:41.171;3,13E+07;2,26E+07;3,12E+08;2;3;0;0;0;0;0;0;2;3;0;0;0;0;0;0;0;0;14844
769;05/05/2022;17:31:42.178;3,14E+07;2,26E+07;3,12E+08;2;3;0;0;0;0;0;0;2;3;0;0;0;0;0;0;0;0;14844
770;05/05/2022;17:31:43.160;3,16E+07;2,26E+07;3,12E+08;2;3;0;0;0;0;0;0;2;3;0;0;0;0;0;0;0;0;14844
771;05/05/2022;17:31:44.169;3,17E+07;2,26E+07;3,12E+08;2;3;0;0;0;0;0;0;2;3;0;0;0;0;0;0;0;0;14844
772;05/05/2022;17:32:34.182;3,10E+07;2,26E+07;3,14E+08;2;3;0;0;0;0;0;0;2;3;0;0;0;0;0;0;0;0;14844
773;05/05/2022;17:32:35.183;3,11E+07;2,26E+07;3,14E+08;2;3;0;0;0;0;0;0;2;3;0;0;0;0;0;0;0;0;14844
774;05/05/2022;17:32:36.170;3,12E+07;2,26E+07;3,14E+08;2;3;0;0;0;0;0;0;2;3;0;0;0;0;0;0;0;0;14844
775;05/05/2022;17:32:37.164;3,12E+07;2,26E+07;3,14E+08;2;3;0;0;0;0;0;0;2;3;0;0;0;0;0;0;0;0;14848
776;05/05/2022;17:32:38.159;3,13E+07;2,26E+07;3,14E+08;2;3;0;0;0;0;0;0;2;3;0;0;0;0;0;0;0;0;14848
777;05/05/2022;17:32:39.167;3,14E+07;2,26E+07;3,14E+08;2;3;0;0;0;0;0;0;2;3;0;0;0;0;0;0;0;0;14848
778;05/05/2022;17:32:40.183;3,15E+07;2,26E+07;3,14E+08;2;3;0;0;0;0;0;0;2;3;0;0;0;0;0;0;0;0;14848
779;05/05/2022;17:32:41.175;3,15E+07;2,26E+07;3,14E+08;2;3;0;0;0;0;0;0;2;3;0;0;0;0;0;0;0;0;14848
780;05/05/2022;17:32:42.180;3,16E+07;2,26E+07;3,14E+08;2;3;0;0;0;0;0;0;2;3;0;0;0;0;0;0;0;0;14848
781;05/05/2022;17:32:43.157;3,17E+07;2,26E+07;3,14E+08;2;2;0;0;0;0;0;0;2;2;0;0;0;0;0;0;0;0;14848
782;05/05/2022;17:33:33.157;3,11E+07;2,26E+07;3,04E+08;2;2;0;0;0;0;0;0;2;2;0;0;0;0;0;0;0;0;14848
783;05/05/2022;17:33:34.162;3,11E+07;2,26E+07;3,04E+08;2;2;0;0;0;0;0;0;2;2;0;0;0;0;0;0;0;0;14848
784;05/05/2022;17:33:35.182;3,12E+07;2,26E+07;3,04E+08;2;3;0;0;0;0;0;0;2;3;0;0;0;0;0;0;0;0;14848
785;05/05/2022;17:33:36.158;3,12E+07;2,26E+07;3,04E+08;2;3;0;0;0;0;0;0;2;3;0;0;0;0;0;0;0;0;14852
786;05/05/2022;17:33:37.180;3,13E+07;2,26E+07;3,04E+08;2;3;0;0;0;0;0;0;2;3;0;0;0;0;0;0;0;0;14852
787;05/05/2022;17:33:38.172;3,14E+07;2,26E+07;3,04E+08;2;3;0;0;0;0;0;0;2;3;0;0;0;0;0;0;0;0;14852
788;05/05/2022;17:33:39.176;3,15E+07;2,26E+07;3,04E+08;0;2;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;14852
789;05/05/2022;17:33:40.161;3,15E+07;2,26E+07;3,04E+08;0;2;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;14852
790;05/05/2022;17:33:41.177;3,16E+07;2,26E+07;3,04E+08;2;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;14852
791;05/05/2022;17:33:42.156;3,17E+07;2,26E+07;3,04E+08;2;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;14852
792;05/05/2022;17:34:32.178;3,12E+07;2,26E+07;3,11E+08;2;3;0;0;0;0;0;0;2;3;0;0;0;0;0;0;0;0;14852
793;05/05/2022;17:34:33.163;3,12E+07;2,26E+07;3,11E+08;2;3;0;0;0;0;0;0;2;3;0;0;0;0;0;0;0;0;14852
794;05/05/2022;17:34:34.164;3,12E+07;2,26E+07;3,11E+08;2;3;0;0;0;0;0;0;2;3;0;0;0;0;0;0;0;0;14852
795;05/05/2022;17:34:35.176;3,13E+07;2,26E+07;3,11E+08;2;3;0;0;0;0;0;0;2;3;0;0;0;0;0;0;0;0;14856
796;05/05/2022;17:34:36.163;3,14E+07;2,26E+07;3,11E+08;2;3;0;0;0;0;0;0;2;3;0;0;0;0;0;0;0;0;14856
797;05/05/2022;17:34:37.170;3,14E+07;2,26E+07;3,11E+08;2;3;0;0;0;0;0;0;2;3;0;0;0;0;0;0;0;0;14856
798;05/05/2022;17:34:38.179;3,15E+07;2,26E+07;3,11E+08;2;3;0;0;0;0;0;0;2;3;0;0;0;0;0;0;0;0;14856
799;05/05/2022;17:34:39.172;3,16E+07;2,26E+07;3,11E+08;2;3;0;0;0;0;0;0;2;3;0;0;0;0;0;0;0;0;14856
800;05/05/2022;17:34:40.183;3,16E+07;2,26E+07;3,11E+08;3;2;0;0;0;0;0;0;3;2;0;0;0;0;0;0;0;0;14856
801;05/05/2022;17:34:41.180;3,17E+07;2,26E+07;3,11E+08;3;2;0;0;0;0;0;0;3;2;0;0;0;0;0;0;0;0;14856
802;05/05/2022;17:34:42.183;3,18E+07;2,26E+07;3,11E+08;2;2;0;0;0;0;0;0;2;2;0;0;0;0;0;0;0;0;14856
803;05/05/2022;17:35:31.178;3,12E+07;2,27E+07;3,17E+08;2;2;0;0;0;0;0;0;2;2;0;0;0;0;0;0;0;0;14856
804;05/05/2022;17:35:32.167;3,12E+07;2,27E+07;3,17E+08;2;2;0;0;0;0;0;0;2;2;0;0;0;0;0;0;0;0;14856
805;05/05/2022;17:35:33.176;3,13E+07;2,27E+07;3,17E+08;2;3;0;0;0;0;0;0;2;3;0;0;0;0;0;0;0;0;14856
806;05/05/2022;17:35:34.159;3,13E+07;2,27E+07;3,17E+08;2;3;0;0;0;0;0;0;2;3;0;0;0;0;0;0;0;0;14856
807;05/05/2022;17:35:35.180;3,14E+07;2,27E+07;3,17E+08;2;3;0;0;0;0;0;0;2;3;0;0;0;0;0;0;0;0;14856
808;05/05/2022;17:35:36.159;3,15E+07;2,27E+07;3,17E+08;2;3;0;0;0;0;0;0;2;3;0;0;0;0;0;0;0;0;14860
809;05/05/2022;17:35:37.191;3,15E+07;2,27E+07;3,17E+08;2;3;0;0;0;0;0;0;2;3;0;0;0;0;0;0;0;0;14860
810;05/05/2022;17:35:38.172;3,16E+07;2,27E+07;3,17E+08;2;3;0;0;0;0;0;0;2;3;0;0;0;0;0;0;0;0;14860
811;05/05/2022;17:35:39.175;3,16E+07;2,27E+07;3,17E+08;2;3;0;0;0;0;0;0;2;3;0;0;0;0;0;0;0;0;14860
812;05/05/2022;17:35:40.160;3,17E+07;2,27E+07;3,17E+08;2;3;0;0;0;0;0;0;2;3;0;0;0;0;0;0;0;0;14860
813;05/05/2022;17:35:41.168;3,17E+07;2,27E+07;3,17E+08;2;3;0;0;0;0;0;0;2;3;0;0;0;0;0;0;0;0;14860
814;05/05/2022;17:36:31.160;3,13E+07;2,26E+07;3,11E+08;2;3;0;0;0;0;0;0;2;3;0;0;0;0;0;0;0;0;14860
815;05/05/2022;17:36:32.159;3,13E+07;2,26E+07;3,11E+08;2;2;0;0;0;0;0;0;2;2;0;0;0;0;0;0;0;0;14860
816;05/05/2022;17:36:33.160;3,14E+07;2,26E+07;3,11E+08;2;2;0;0;0;0;0;0;2;2;0;0;0;0;0;0;0;0;14860
817;05/05/2022;17:36:34.182;3,14E+07;2,26E+07;3,11E+08;2;3;0;0;0;0;0;0;2;3;0;0;0;0;0;0;0;0;14860
818;05/05/2022;17:36:35.166;3,15E+07;2,26E+07;3,11E+08;2;3;0;0;0;0;0;0;2;3;0;0;0;0;0;0;0;0;14864
819;05/05/2022;17:36:36.195;3,16E+07;2,26E+07;3,11E+08;2;3;0;0;0;0;0;0;2;3;0;0;0;0;0;0;0;0;14864
820;05/05/2022;17:36:37.157;3,16E+07;2,26E+07;3,11E+08;2;3;0;0;0;0;0;0;2;3;0;0;0;0;0;0;0;0;14864
821;05/05/2022;17:36:38.158;3,17E+07;2,26E+07;3,11E+08;2;3;0;0;0;0;0;0;2;3;0;0;0;0;0;0;0;0;14864
822;05/05/2022;17:36:39.166;3,17E+07;2,26E+07;3,11E+08;2;3;0;0;0;0;0;0;2;3;0;0;0;0;0;0;0;0;14864
823;05/05/2022;17:36:40.170;3,17E+07;2,26E+07;3,11E+08;0;2;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;14864
824;05/05/2022;17:37:30.158;3,13E+07;2,27E+07;3,17E+08;0;2;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;14864
825;05/05/2022;17:37:31.156;3,13E+07;2,27E+07;3,17E+08;2;3;0;0;0;0;0;0;2;3;0;0;0;0;0;0;0;0;14864
826;05/05/2022;17:37:32.160;3,14E+07;2,27E+07;3,17E+08;2;3;0;0;0;0;0;0;2;3;0;0;0;0;0;0;0;0;14864
827;05/05/2022;17:37:33.156;3,14E+07;2,27E+07;3,17E+08;2;3;0;0;0;0;0;0;2;3;0;0;0;0;0;0;0;0;14864
828;05/05/2022;17:37:34.161;3,15E+07;2,27E+07;3,17E+08;2;3;0;0;0;0;0;0;2;3;0;0;0;0;0;0;0;0;14864
829;05/05/2022;17:37:35.183;3,16E+07;2,27E+07;3,17E+08;2;3;0;0;0;0;0;0;2;3;0;0;0;0;0;0;0;0;14864
830;05/05/2022;17:37:36.162;3,16E+07;2,27E+07;3,17E+08;2;3;0;0;0;0;0;0;2;3;0;0;0;0;0;0;0;0;14868
831;05/05/2022;17:37:37.166;3,17E+07;2,27E+07;3,17E+08;2;3;0;0;0;0;0;0;2;3;0;0;0;0;0;0;0;0;14868
832;05/05/2022;17:37:38.166;3,17E+07;2,27E+07;3,17E+08;2;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;14868
833;05/05/2022;17:37:39.175;3,17E+07;2,27E+07;3,17E+08;2;3;0;0;0;0;0;0;2;3;0;0;0;0;0;0;0;0;14868
834;05/05/2022;17:38:29.168;3,13E+07;2,27E+07;3,15E+08;2;3;0;0;0;0;0;0;2;3;0;0;0;0;0;0;0;0;14868
835;05/05/2022;17:38:30.162;3,13E+07;2,27E+07;3,15E+08;2;3;0;0;0;0;0;0;2;3;0;0;0;0;0;0;0;0;14868
836;05/05/2022;17:38:31.182;3,13E+07;2,27E+07;3,15E+08;2;2;0;0;0;0;0;0;2;2;0;0;0;0;0;0;0;0;14868
837;05/05/2022;17:38:32.156;3,14E+07;2,27E+07;3,15E+08;2;3;0;0;0;0;0;0;2;3;0;0;0;0;0;0;0;0;14868
838;05/05/2022;17:38:33.188;3,15E+07;2,27E+07;3,15E+08;2;3;0;0;0;0;0;0;2;3;0;0;0;0;0;0;0;0;14868
839;05/05/2022;17:38:34.171;3,16E+07;2,27E+07;3,15E+08;2;3;0;0;0;0;0;0;2;3;0;0;0;0;0;0;0;0;14868
840;05/05/2022;17:38:35.180;3,16E+07;2,27E+07;3,15E+08;2;3;0;0;0;0;0;0;2;3;0;0;0;0;0;0;0;0;14872
841;05/05/2022;17:38:36.165;3,17E+07;2,27E+07;3,15E+08;2;3;0;0;0;0;0;0;2;3;0;0;0;0;0;0;0;0;14872
842;05/05/2022;17:38:37.166;3,17E+07;2,27E+07;3,15E+08;2;2;0;0;0;0;0;0;2;2;0;0;0;0;0;0;0;0;14872
843;05/05/2022;17:38:38.175;3,18E+07;2,27E+07;3,15E+08;2;2;0;0;0;0;0;0;2;2;0;0;0;0;0;0;0;0;14872
844;05/05/2022;17:39:28.180;3,12E+07;2,27E+07;3,24E+08;2;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;14872
845;05/05/2022;17:39:29.163;3,12E+07;2,27E+07;3,24E+08;2;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;14872
846;05/05/2022;17:39:30.171;3,12E+07;2,27E+07;3,24E+08;2;3;0;0;0;0;0;0;2;3;0;0;0;0;0;0;0;0;14872
847;05/05/2022;17:39:31.184;3,13E+07;2,27E+07;3,24E+08;2;3;0;0;0;0;0;0;2;3;0;0;0;0;0;0;0;0;14872
848;05/05/2022;17:39:32.175;3,14E+07;2,27E+07;3,24E+08;2;3;0;0;0;0;0;0;2;3;0;0;0;0;0;0;0;0;14872
849;05/05/2022;17:39:33.180;3,15E+07;2,27E+07;3,24E+08;3;3;0;0;0;0;0;0;3;3;0;0;0;0;0;0;0;0;14872
850;05/05/2022;17:39:34.179;3,16E+07;2,27E+07;3,24E+08;3;3;0;0;0;0;0;0;3;3;0;0;0;0;0;0;0;0;14872
851;05/05/2022;17:39:35.166;3,17E+07;2,27E+07;3,24E+08;3;3;0;0;0;0;0;0;3;3;0;0;0;0;0;0;0;0;14872
852;05/05/2022;17:39:36.168;3,17E+07;2,27E+07;3,24E+08;2;2;0;0;0;0;0;0;2;2;0;0;0;0;0;0;0;0;14876
853;05/05/2022;17:39:37.158;3,18E+07;2,27E+07;3,24E+08;2;2;0;0;0;0;0;0;2;2;0;0;0;0;0;0;0;0;14876
854;05/05/2022;17:39:38.185;3,18E+07;2,27E+07;3,24E+08;2;2;0;0;0;0;0;0;2;2;0;0;0;0;0;0;0;0;14876
855;05/05/2022;17:40:28.184;3,13E+07;2,27E+07;3,17E+08;2;2;0;0;0;0;0;0;2;2;0;0;0;0;0;0;0;0;14876
856;05/05/2022;17:40:29.162;3,13E+07;2,27E+07;3,17E+08;2;3;0;0;0;0;0;0;2;3;0;0;0;0;0;0;0;0;14876
857;05/05/2022;17:40:30.187;3,14E+07;2,27E+07;3,17E+08;2;3;0;0;0;0;0;0;2;3;0;0;0;0;0;0;0;0;14876
858;05/05/2022;17:40:31.157;3,15E+07;2,27E+07;3,17E+08;2;3;0;0;0;0;0;0;2;3;0;0;0;0;0;0;0;0;14876
859;05/05/2022;17:40:32.163;3,16E+07;2,27E+07;3,17E+08;2;3;0;0;0;0;0;0;2;3;0;0;0;0;0;0;0;0;14876
860;05/05/2022;17:40:33.160;3,16E+07;2,27E+07;3,17E+08;2;3;0;0;0;0;0;0;2;3;0;0;0;0;0;0;0;0;14876
861;05/05/2022;17:40:34.166;3,17E+07;2,27E+07;3,17E+08;2;2;0;0;0;0;0;0;2;2;0;0;0;0;0;0;0;0;14876
862;05/05/2022;17:40:35.181;3,18E+07;2,27E+07;3,17E+08;2;3;0;0;0;0;0;0;2;3;0;0;0;0;0;0;0;0;14880
863;05/05/2022;17:40:36.175;3,18E+07;2,27E+07;3,17E+08;2;3;0;0;0;0;0;0;2;3;0;0;0;0;0;0;0;0;14880
864;05/05/2022;17:40:37.176;3,18E+07;2,27E+07;3,17E+08;2;2;0;0;0;0;0;0;2;2;0;0;0;0;0;0;0;0;14880
865;05/05/2022;17:41:27.156;3,12E+07;2,27E+07;3,22E+08;2;2;0;0;0;0;0;0;2;2;0;0;0;0;0;0;0;0;14880
866;05/05/2022;17:41:28.182;3,12E+07;2,27E+07;3,22E+08;2;3;0;0;0;0;0;0;2;3;0;0;0;0;0;0;0;0;14880
867;05/05/2022;17:41:29.162;3,13E+07;2,27E+07;3,22E+08;2;3;0;0;0;0;0;0;2;3;0;0;0;0;0;0;0;0;14880
868;05/05/2022;17:41:30.156;3,14E+07;2,27E+07;3,22E+08;2;3;0;0;0;0;0;0;2;3;0;0;0;0;0;0;0;0;14880
869;05/05/2022;17:41:31.158;3,15E+07;2,27E+07;3,22E+08;2;3;0;0;0;0;0;0;2;3;0;0;0;0;0;0;0;0;14880
870;05/05/2022;17:41:32.173;3,16E+07;2,27E+07;3,22E+08;2;3;0;0;0;0;0;0;2;3;0;0;0;0;0;0;0;0;14880
871;05/05/2022;17:41:33.180;3,17E+07;2,27E+07;3,22E+08;2;3;0;0;0;0;0;0;2;3;0;0;0;0;0;0;0;0;14880
872;05/05/2022;17:41:34.163;3,18E+07;2,27E+07;3,22E+08;2;3;0;0;0;0;0;0;2;3;0;0;0;0;0;0;0;0;14880
873;05/05/2022;17:41:35.168;3,18E+07;2,27E+07;3,22E+08;2;2;0;0;0;0;0;0;2;2;0;0;0;0;0;0;0;0;14880
874;05/05/2022;17:41:36.171;3,18E+07;2,27E+07;3,22E+08;2;3;0;0;0;0;0;0;2;3;0;0;0;0;0;0;0;0;14884
875;05/05/2022;17:42:26.183;3,12E+07;2,27E+07;3,12E+08;2;3;0;0;0;0;0;0;2;3;0;0;0;0;0;0;0;0;14884
876;05/05/2022;17:42:27.172;3,13E+07;2,27E+07;3,12E+08;2;3;0;0;0;0;0;0;2;3;0;0;0;0;0;0;0;0;14884
877;05/05/2022;17:42:28.182;3,13E+07;2,27E+07;3,12E+08;2;3;0;0;0;0;0;0;2;3;0;0;0;0;0;0;0;0;14884
878;05/05/2022;17:42:29.186;3,14E+07;2,27E+07;3,12E+08;2;3;0;0;0;0;0;0;2;3;0;0;0;0;0;0;0;0;14884
879;05/05/2022;17:42:30.170;3,15E+07;2,27E+07;3,12E+08;2;3;0;0;0;0;0;0;2;3;0;0;0;0;0;0;0;0;14884
880;05/05/2022;17:42:31.170;3,16E+07;2,27E+07;3,12E+08;2;2;0;0;0;0;0;0;2;2;0;0;0;0;0;0;0;0;14884
881;05/05/2022;17:42:32.176;3,17E+07;2,27E+07;3,12E+08;2;2;0;0;0;0;0;0;2;2;0;0;0;0;0;0;0;0;14884
882;05/05/2022;17:42:33.160;3,18E+07;2,27E+07;3,12E+08;2;2;0;0;0;0;0;0;2;2;0;0;0;0;0;0;0;0;14884
883;05/05/2022;17:42:34.164;3,18E+07;2,27E+07;3,12E+08;2;2;0;0;0;0;0;0;2;2;0;0;0;0;0;0;0;0;14884
884;05/05/2022;17:42:35.172;3,19E+07;2,27E+07;3,12E+08;2;2;0;0;0;0;0;0;2;2;0;0;0;0;0;0;0;0;14888
885;05/05/2022;17:43:25.174;3,12E+07;2,27E+07;3,20E+08;2;2;0;0;0;0;0;0;2;2;0;0;0;0;0;0;0;0;14888
886;05/05/2022;17:43:26.175;3,12E+07;2,27E+07;3,20E+08;2;2;0;0;0;0;0;0;2;2;0;0;0;0;0;0;0;0;14888
887;05/05/2022;17:43:27.160;3,12E+07;2,28E+07;3,20E+08;2;3;0;0;0;0;0;0;2;3;0;0;0;0;0;0;0;0;14888
888;05/05/2022;17:43:28.167;3,14E+07;2,28E+07;3,20E+08;2;3;0;0;0;0;0;0;2;3;0;0;0;0;0;0;0;0;14888
889;05/05/2022;17:43:29.158;3,15E+07;2,28E+07;3,20E+08;2;3;0;0;0;0;0;0;2;3;0;0;0;0;0;0;0;0;14888
890;05/05/2022;17:43:30.167;3,16E+07;2,28E+07;3,20E+08;2;3;0;0;0;0;0;0;2;3;0;0;0;0;0;0;0;0;14888
891;05/05/2022;17:43:31.175;3,17E+07;2,28E+07;3,20E+08;2;3;0;0;0;0;0;0;2;3;0;0;0;0;0;0;0;0;14888
892;05/05/2022;17:43:32.164;3,18E+07;2,28E+07;3,20E+08;2;3;0;0;0;0;0;0;2;3;0;0;0;0;0;0;0;0;14888
893;05/05/2022;17:43:33.166;3,18E+07;2,28E+07;3,20E+08;2;2;0;0;0;0;0;0;2;2;0;0;0;0;0;0;0;0;14888
894;05/05/2022;17:43:34.168;3,19E+07;2,28E+07;3,20E+08;2;2;0;0;0;0;0;0;2;2;0;0;0;0;0;0;0;0;14888
895;05/05/2022;17:43:35.163;3,19E+07;2,28E+07;3,20E+08;2;3;0;0;0;0;0;0;2;3;0;0;0;0;0;0;0;0;14888
896;05/05/2022;17:44:25.166;3,11E+07;2,26E+07;3,19E+08;2;3;0;0;0;0;0;0;2;3;0;0;0;0;0;0;0;0;14888
897;05/05/2022;17:44:26.160;3,12E+07;2,26E+07;3,19E+08;2;3;0;0;0;0;0;0;2;3;0;0;0;0;0;0;0;0;14892
